Sutarties sudarymo data;Perkanèioji Institucija;Pirkinys yra: prekës, paslaugos, darbai1;Pirkinio pavadinimas (Pavadinimas pagal BVPÞ kodà þodþiais);Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas2;Laimëjusio dalyvio pavadinimas;BVPÞ kodas(Skaièiais);Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subtiekëjus
2016.03.18;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Kvalifikacijos këlimo kursai;vnt.;1,00;40,00;AÞ;"UAB ""Eurointegracijos projektai""";80522200-9;
2016.03.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;civilinës atsakomybës draudimo paslaugos;vnt.;1,00;188,00;AÞ;"AB ""Lietuvos draudimas""";6651600-0;
2016.03.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Dantø ðepetukai;vnt.;1,00;22,91;AÞ;Gintarinë vaistinë UAB;33711710-7;
2016.03.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Triukðmo lygio indikatorius;vnt.;6,00;2659,34;AÞ;"UAB ""Mokslo technologijos""";39162200-7;
2016.03.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lankstinukai;vnt.;1,00;490,05;AÞ;"UAB ""Spaudos artelë""";22140000-3;
2016.03.23;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;biuro árangos remonto paslaugos;vnt.;1,00;81,06;AÞ;"UAB ""GP soft""";50300000-8;
2016.03.23;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Mokomieji plakatai (saugûs gatvëje);vnt.;1,00;522,70;AÞ;"UAB ""Þiburio knygynas""";22000000-0;
2016.03.24;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lankstinukai;vnt.;1,00;629,20;AÞ;tradeMAX, UAB;22140000-3;
2016.03.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;220,00;AÞ;Andrius Norkus;98336000-7;
2016.03.30;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;704,00;AÞ;Laima Caronkutë;98336000-8;
2016.03.30;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;veiklø vieðiûnimo paslaugos;vnt.;1,00;90,00;AÞ;"UAB ""Antroji reklamos ateljë""";793414000-6;
2016.03.30;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;reklamos paslaugos;vnt.;1,00;435,60;AÞ;"UAB ""Doverta""";79341000-6;
2016.03.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;sveikatingumo paslaugos (baseinas);vnt.;1,00;260,00;AÞ;Vaikø jaunimo ir suaugusiøjø uþimtumo centras;98334000-3;
2016.03.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;maðinos plovimo paslaugos;vnt.;1,00;9,99;AÞ;"UAB ""Aidma""";;
2016.04.01;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;spausdinimo ir susijusios paslaugos;vnt.;1,00;220,50;AÞ;"UAB ""Eurobiuras""";79800000-2;
2016.04.08;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Kvalifikacijos këlimo kursai;vnt.;1,00;80,00;AÞ;"UAB ""HZR""";80522200-9;
2016.04.04;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Triukðmo lygio indikatorius;vnt.;7,00;3102,56;AÞ;"UAB ""Mokslo technologijos""";39162200-7;
2016.04.05;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;blankai;vnt.;1,00;11,56;AÞ;"UAB"" Blankø leidykla""";22800000-8;
2016.04.07;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;toneris;vnt.;1,00;270,22;AÞ;"UAB ""GP soft""";30237310-5;
2016.04.12;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Dezinfekcinis skystis;vnt.;1,00;68,23;AÞ;"UAB ""Aptheca vaistinë"" ";33141000-0;
2016.04.13;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;tualetinis popierius, popieriniai rankðluosèiai;vnt.;1,00;152,65;CPO LT katalogas;"UAB ""Libeta "" ir Ko";33761000-2;
2016.04.18;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Kvalifikacijos këlimo kursai;vnt.;1,00;46,40;AÞ;Sveikatos mokymo ir prevencijos centras;80522200-9;
2016.04.18;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;reklaminiai magnetukai;vnt.;1,00;151,25;AÞ;"UAB ""Spalda""";;
2016.04.18;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;sveikatos bûklës leidinio  spausdinimo paslauga;vnt.;1,00;499,66;AÞ;AB spaustuvë Titnagas;79820000-8;
2016.04.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;reklamos vieðinimas laikraðtyje;vnt.;2,00;145,20;AÞ;"VðÁ ""Ðiauliai plius""";79341000-6;
2016.04.26;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lankstinukai;vnt.;1,00;1340,00;AÞ;"MB""Prospauda""";22140000-3;
2016.04.27;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;þenkliukai;vnt.;1,00;420,00;AÞ;"UAB ""Eurobiuras""";;
2016.04.28;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;100,00;AÞ;Andrius Norkus;98336000-7;
2006.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;kurjerio paslaugos;vnt.;1,00;5,48;AÞ;"UAB ""Ðiauliø naujienos""";66516000-0;
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;maðinos plovimo paslaugos;vnt.;1,00;6,69;AÞ;"UAB ""Aidma""";;
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Spausdinimo paslaugos;vnt.;1,00;73,48;AÞ;"UAB ""Smaltijos leidykla""";79800000-2;
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;"vieðojo telefono ryðio paslaugos; interneto paslaugos";vnt.;1,00;1704,00;SAR (CVP IS) ;AB Lietuvos radijo ir televizijos centras;"64211000-8; 72400000-4";10%
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;mankðtø pravedimas;vnt.;1,00;924,00;AÞ;Laima Caronkutë;98336000-7;
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;sveikatingumo paslaugos (baseinas);vnt.;1,00;500,00;AÞ;Vaikø jaunimo ir suaugusiøjø uþimtumo centras;98334000-3;
2016.04.29;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;;vaizdo klipø transliacija;P;1,00;304,25;AÞ;"UAB ""Media traffic""";79341000-6;
2016.04.30;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Mokomieji lauko þaidimai;vnt.;1,00;162,06;AÞ;UAB Bilaro;37524100-8;
2016.05.02;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;muilas;vnt.;1,00;51,50;AÞ;"UAB ""Paslaugø idëja""";33711900-6;
2016.05.04;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;stalo þaidimai;vnt.;1,00;165,65;AÞ;NEW MEDIA PUBLISHING UAB;37524200-9;
2016.05.04;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;javainiø batonëliai;vnt.;1,00;85,04;AÞ;"UAB ""Sanitex""";15800000-6;
2016.05.04;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;plakatai;vnt.;1,00;111,32;AÞ;AB spaustuvë Titnagas;22000000-0;
2016.05.04;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;kompiuteriø dalys, priedai ir reikmenys;vnt.;1,00;171,82;AÞ;"UAB ""GP sofft""";30237000-9;
2016.05.05;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;balionai;vnt.;1,00;52,03;AÞ;"UAB ""Balionø ðalis""";37525000-4;
2016.05.05;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;;mankðtø pravedimas;P;1,00;120,00;AÞ;Vaida Kurmë;98336000-7;
2016.05.06;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Pagalbinë mokymo priemonës (manekenai);vnt.;13,00;2208,81;AÞ;"UAB ""Mokslo technologijos""";39162200-7;
2016.05.10;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;áspëjamasis þenklas (slidu);vnt.;1,00;14,92;AÞ;Sabelijos prekyba UAB;;
2016.05.10;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;vienkartiniai maiðeliai;vnt.;1,00;6,78;AÞ;"uab ""Smega"" ir partneriai";18938000-3;
2016.05.11;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Archyviniø dokumentø sunaikinimas;vnt.;1,00;48,51;AÞ;UAB Dokumetnø valdymo sprendimai;;
2016.05.11;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Spaudiniai ir susijæ produktai (knygelë spalvinimo);vnt.;2,00;2409,40;AÞ;"UAB ""Spaudos artelë""";22000000-0;
2016.05.12;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Muilo burbulai (þaidimai);vnt.;1,00;119,99;AÞ;"UAB ""Senukø prekybos centras""";37000000-8;
2016.05.13;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;biuro reikmenys;vnt.;2,00;304,09;CPO LT katalogas;UAB Eurobiuras;30192000-1;
2016.05.18;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lektoriø paslaugos;vnt.;1,00;100,00;AÞ;Jurgita Jankauskienë;80510000-2;
2016.05.19;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;reklama savaitraðtyje;vnt.;3,00;601,66;AÞ;"VðÁ ""Ðiauliai plius""";79341000-6;
2016.05.20;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;spausdintuvø kasetës;vnt.;1,00;135,76;CPO LT katalogas;"UAB ""Office Equipment Solutions Baltia";30237310-5;
2016.05.23;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;ðevitimo priemonës;vnt.;1,00;13,62;AÞ;"UAB ""Ðiauliø lyra""";39813000-4;
2016.05.24;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Atmintukai;vnt.;1,00;82,28;CPO LT katalogas;"UAB ""Inida""";30239600-4;
2016.05.25;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lektoriø paslaugos;vnt.;1,00;100,00;AÞ;Regina Galubauskienë;80510000-2;
2016.05.25;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;knygos;vnt.;2,00;128,37;AÞ;"uab ""Vagos prekyba""";22110000-4;
2016.05.26;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;spausdinimo paslaugos;vnt.;1,00;401,72;AÞ;tradeMAX, UAB;79810000-5;
2016.05.26;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;radijo ir televizijos paslaugos;vnt.;1,00;150,00;AÞ;"uab ""Ðiauliø apskrities televizija""";92200000-3;
2016.05.27;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Domenas;vnt.;1,00;10,51;AÞ;UAB Interneto vizija;;
2016.05.27;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;Kitos paslaugos (narkotikø aptikimo paslaugos, tyrimai);vnt.;1,00;3448,50;AÞ;"UAB ""Eurosec LT""";75210000-1;
2016.05.30;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;veido kaukës (manekenui);vnt.;1,00;396,00;AÞ;"UAB ""Mokslo technologijos""";39162200-7;
2016.05.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;kurjerio paslaugos;vnt.;1,00;9,66;AÞ;"UAB ""Ðiauliø naujienos""";64120000-3;
2016.05.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;240,00;AÞ;Andrius Norkus;98336000-7;
2016.05.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;sveikatingumo paslaugos (baseinas);vnt.;1,00;580,00;AÞ;Vaikø jaunimo ir suaugusiøjø uþimtumo centras;98334000-3;
2016.05.31;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;vaizdo klipø transliacija;vnt.;1,00;368,26;AÞ;"UAB ""Media traffic""";79341000-6;
2016.06.01;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;120,00;AÞ;VðÁ Sportuotojai;98336000-7;
2016.06.01;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;treniruoèiø paslaugos;vnt.;1,00;100,00;AÞ;Andrius Norkus;98336000-7;
2016.06.02;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;radijo ir televizijos paslaugos;vnt.;1,00;232,32;AÞ;VðÁ Ðiauliai plius;92200000-3;
2016.06.06;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;kompiuterio ekrano remontas;vnt.;1,00;36,30;AÞ;"UAB ""GP soft""";50300000-8;
2016.06.07;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;biuro reikmenys( popierius);vnt.;1,00;226,39;CPO LT katalogas;"UAB ""Officeday""";30192000-1;
2016.06.07;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;lektoriø paslaugos;vnt.;1,00;100,00;AÞ;Eglutë Linkevièienë;8051000-2;
2016.06.10;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;apgyvendinimo paslaugos;vnt.;1,00;59,00;AÞ;VðÁ Plateliø Þalgirio jachtklubas;98341000-5;
2016.06.14;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;pagalbinës mokymo priemonës (magnetinë lenta);vnt.;1,00;280,00;AÞ;"VðÁ ""D&DM""";39162200-7;
2016.06.14;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;alkotesterio patikra;vnt.;1,00;45,13;AÞ;"AB ""Vilniaus metrologijos centras"" Ðiauliø fil.";71632000-7;
2016.06.15;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;radijo ir televizijos paslaugos;vnt.;1,00;90,00;AÞ;"UAB ""Antroji reklamos ateljë""";92200000-3;
2016.06.15;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;broðiûros;vnt.;1,00;670,57;AÞ;AB spaustuvë Titnagas;22150000-6;
2016.06.21;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;straipsnis laikraðtyje;vnt.;1,00;400,00;AÞ;UAB Ðiauliø naujienos;79341000-6;
2016.06.22;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;servetëlës;vnt.;1,00;6,38;AÞ;"UAB ""Eurobiuras""";33760000-5;
2016.06.23;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;pagalbinës mokymo priemonës;vnt.;2,00;518,97;AÞ;"UAB ""Mokslo technologijos""";39162200-7;
2016.06.23;Ðiauliø m. savivaldybës visuomenës sveikatos biuras;Prekës;vienkartinës medicininës necheminës medþiagos;vnt.;1,00;106,30;AÞ;"UAB ""Gintarinë vaistinë""";33141000-0;
2016.06.28;Ðiauliø m. VSB;Prekës;biuro popierius;vnt.;1,00;190,58;CPO LT katalogas;UAB Eurobiuras;30192000-1;
2016.01.03;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;29,00;2,03;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.01.06;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;2,00;116,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.01.08;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;1,00;14,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.01.22;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;1,00;10,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.01.31;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;26,00;1,82;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.02.19;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokymo priemonës;vnt.;6,00;29,60;AÞ;"UAB ,,Meno arka""";39162100-6;
2016.02.23;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Virtuvës árenginiai, namø apyvokos ir pagaminto valgio tiekimo reikmenys;vnt.;1,00;37,16;AÞ;"UAB ,,1A.LT""";39220000-0;
2016.02.29;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;28,00;1,96;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.03.02;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Tualetinis popierius, nosinës, popieriniai rankðluosèiai ir servetëlës;m;6892,00;72,65;CPO;"UAB ,,Koslita""";33760000-5;
2016.03.03;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Biurø árangos prieþiûra ir remontas;vnt.;1,00;15,00;AÞ;"UAB ,,Ðiauliø infotekas""";50310000-1;
2016.03.14;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Chemijos produktai, darbo pirðtinës, polietileno maiðai ir maiðeliai ðiukðlëms bei atliekoms, paðluostës;vnt.;3604,00;169,74;CPO;"UAB ,,Koslita""";24000000-4  18141000-9 19640000-4 39525800-6;
2016.03.16;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Kaitrinës elektros lempos;vnt.;30,00;14,10;AÞ;"UAB ,,Makveþa""";31510000-4;
2016.03.16;Ðiauliø logopedinis lopðelis-darþelis;Prekës;"Elektrinës maðinos, aparatai, áranga ir reikmenys;  Ávairios statybinës medþiagos";vnt.;5,00;16,73;AÞ;"UAB ,,Makveþa""";31000000-6                    44190000-8;
2016.03.16;Ðiauliø logopedinis lopðelis-darþelis;Prekës;" Ávairios statybinës medþiagos;   Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës";vnt.               mð           pak;24           5            1;91,57;AÞ;"UAB ,,Makveþa"""; 44190000-8 44500000-5;
2016.03.17;Ðiauliø logopedinis lopðelis-darþelis;Prekës;"Ávairûs rankiniai árankiai;   kastuvai";vnt.;7,00;28,50;AÞ;"UAB ,,Ðiauliø lyra""";44512000-2  44511110-9;
2016.03.17;Ðiauliø logopedinis lopðelis-darþelis;Prekës; Ávairios statybinës medþiagos;m²;3,30;2,48;AÞ;"UAB ,,Makveþa"""; 44190000-8;
2016.03.18;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Popierius dailës reikmëms ir lankstiniams;vnt.;21,00;16,44;AÞ;"UAB ,,Charlot LT""";37823500-8;
2016.03.18;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Tuðas;vnt.;3,00;4,32;AÞ;"UAB ,,Charlot LT""";22612000-3;
2016.03.18;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;vnt.;2,00;60,00;AÞ;"VðÁ ,,Vaiko labui""";80522000-9;
2016.03.21;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Elektra;kWh;18000,00;1087,54;CPO;"UAB ,,Energijos tiekimas""";09310000-5;
2016.03.31;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;25,00;1,75;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.04.01;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Dezinfekcijos priemonës;vnt.;1,00;20,81;AÞ;"UAB ,,Koslita""";24455000-8;
2016.04.08;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Biurø árangos prieþiûra ir remontas;vnt.;1,00;18,00;AÞ;"UAB ,,Ðiauliø infotekas""";50310000-1;
2016.04.16;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Apdorotas popierius ir kartonas;vnt.;10,00;7,44;AÞ;"UAB ,,Charlot LT""";30197600-2;
2016.04.12;Ðiauliø logopedinis lopðelis-darþelis;Prekës; Ávairios statybinës medþiagos;vnt.;4,00;3,24;AÞ;"UAB ,,Ðiauliø lyra"""; 44190000-8;
2016.04.12;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Ávairûs sodininkystës árenginiai;vnt.;5,00;11,30;AÞ;"UAB ,,Augmina""";16160000-4;
2016.04.12;Ðiauliø logopedinis lopðelis-darþelis;Prekës; Ávairios statybinës medþiagos;vnt.;2,00;4,11;AÞ;"UAB ,,Makveþa"""; 44190000-8;
2016.04.13;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Virtuvës árenginiai, namø apyvokos ir pagaminto valgio tiekimo reikmenys;vnt.;1,00;39,20;AÞ;"UAB ,,Berghoff Baltija""";39220000-0;
2016.04.14;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Spausdinimo ir susijusios paslaugos;vnt.;1,00;93,12;AÞ;"TÛB ,,Printë""";79800000-2;
2016.04.15;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;1,00;10,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.04.20;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Ávairûs rankiniai árankiai;vnt.;1,00;54,99;AÞ;"UAB ,,Topo grupë""";44512000-2;
2016.04.26;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Vokai                 Paðto þenklai;vnt.;50,00;17,10;AÞ;"AB ,,Lietuvos paðtas""";30199230-1         22410000-7  ;
2016.04.27;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;vnt.;1,00;15,00;AÞ;Lietuvos muzikos ir teatro akademija;80522000-9;
2016.04.27;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Laminavimo reikmenys;pak;1,00;22,80;AÞ;"UAB ,,Charlot LT""";42994220-8;
2016.05.02;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës;vnt.;1,00;3,56;AÞ;"UAB ,,Makveþa""";44500000-5;
2016.05.03;Ðiauliø logopedinis lopðelis-darþelis;Prekës; Ávairios statybinës medþiagos;m³;9,00;87,12;AÞ;"UAB ,,Smëlena"""; 44190000-8;
2016.05.03;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;30,00;2,10;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.05.04;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Laboratorijø paslaugos;vnt.;1,00;9,59;AÞ;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;
2016.05.04;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokymo priemonës;vnt.;1,00;39,57;AÞ;"UAB ,,Dailës prekës""";39162100-6;
2016.05.04;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;asm.;3,00;13,50;AÞ;"IÁ ,,Sveikatos mokymai""";80522000-9;
2016.05.05;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;asm.;1,00;4,50;AÞ;"IÁ ,,Sveikatos mokymai""";80522000-9;
2016.05.09;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Muzikos instrumentai, sporto prekës, þaidimai, þaislai, rankdarbiai, meno kûriniai ir jø priedai;vnt.;36,00;140,00;AÞ;"UAB ,,Gudragalvis""";37000000-8;
2016.05.12;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Keleiviniø transporto priemoniø nuoma su vairuotoju;vnt.;1,00;230,00;AÞ;"UAB ,,Busturas""";60170000-0;
2016.05.16;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës;vnt.;3,00;16,50;AÞ;IÁ A.Griciûno;44500000-5;
2016.05.17;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Þaliuzës;m;4,80;139,90;AÞ;"UAB ,,Domus Lumina""";39515400-9;
2016.05.17;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;4,00;192,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.05.25;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës;vnt.;23,00;23,41;AÞ;"UAB ,,Makveþa""";44500000-5;
2016.05.30;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës;vnt.;2,00;10,43;AÞ;"UAB ,,Makveþa""";44500000-5;
2016.05.31;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Benzinas;l;20,03;21,91;AÞ;"UAB ,,Apsaga""";09132000-3;
2016.06.02;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Elektrinës maðinos, aparatai, áranga ir reikmenys;vnt.;2,00;4,97;AÞ;"UAB ,,Makveþa""";31000000-6  ;
2016.06.03;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Paðto paslaugos;vnt.;29,00;2,03;AÞ;"AB ,,Lietuvos paðtas""";64110000-0;
2016.06.07;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Dienynai ir uþraðinës;vnt.;22,00;60,53;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;22817000-0;
2016.06.10;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Spausdinimo ir susijusios paslaugos;vnt.;1,00;62,91;AÞ;"TÛB ,,Printë""";79800000-2;
2016.06.13;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Mokomieji seminarai;dalyvis;2,00;29,00;AÞ;Ðiauliø miesto savivaldybës ðvietimo centras;80522000-9;
2016.06.21;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Spaudiniai ir susijæ produktai;vnt.;3,00;27,26;AÞ;"UAB ,,Þiburio knygynas""";22000000-0;
2016.06.21;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Spaudiniai ir susijæ produktai;vnt.;8,00;72,00;AÞ;"UAB ,,Ugdau.lt""";22000000-0;
2016.06.21;Ðiauliø logopedinis lopðelis-darþelis;Prekës;Spaudiniai ir susijæ produktai;vnt.;12,00;100,00;AÞ;"UAB ,,Ugdau.lt""";22000000-0;
2016.02.15;Statybos skyrius;Darbai;Statybos darbai;"mën
(Sutarties galiojimo terminas)";6,00;3650,00;NAR;"UAB ""Stitis""";45000000-7;
2016.04.11;Statybos skyrius;Darbai;Sporto objektø statybos darbai;"mën
(Sutarties galiojimo terminas)";12,00;55576,96;SAR;"UAB ""Normaida""";45212200-8;
2016.04.12;Statybos skyrius;Darbai;Atnaujinimo darbai;"mën
(Sutarties galiojimo terminas)";12,00;7517,31;SAR;"UAB ""Dokesta""";45453100-8;
