Sutarties sudarymo data;Perkanèioji Institucija;Pirkinys yra: prekës, paslaugos, darbai1;Pirkinio pavadinimas (Pavadinimas pagal BVPÞ kodà þodþiais);Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas2;Laimëjusio dalyvio pavadinimas;BVPÞ kodas(Skaièiais);Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subtiekëjus
2016.04.13;Statybos skyrius;Darbai;Statybos darbai;"mën
(Sutarties galiojimo terminas)";12,00;17639,30;SAR;"UAB ""Stitis""";45000000-7;
2016.05.03;Statybos skyrius;Darbai;Atnaujinimo darbai;"mën
(Sutarties galiojimo terminas)";12,00;23895,08;SAR;"UAB ""Kesvalda""";45453100-8;
2016.05.13;Statybos skyrius;Paslaugos;Civilinës atsakomybës draudimo paslaugos;"mën
(Sutarties galiojimo terminas)";6,00;130,00;NAR;"""Baltikums Vienna Insurance Group"" AAS Lietuvos filialas";66516000-0;
2016.05.27;Statybos skyrius;Darbai;Sporto objektø statybos darbai;"mën
(Sutarties galiojimo terminas)";12,00;10810,97;NAR;"UAB ""Normaida""";45212200-8;
2016.05.31;Statybos skyrius;Paslaugos;Civilinës atsakomybës draudimo paslaugos;"mën
(Sutarties galiojimo terminas)";6,00;600,00;NAR;"""Baltikums Vienna Insurance Group"" AAS Lietuvos filialas";66516000-0;
2016.06.16;Statybos skyrius;Darbai;"Ðiluminës izoliacijos darbai
Darø ir langø bei susijusiø elementø montavimas";"mën
(Sutarties galiojimo terminas)";6,00;97150,90;SAR;"UAB ""Statmax""";"45321000-3


45421100-5";
2016.01.04;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;6,00;38,13;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.04;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;12,00;61,18;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.05;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;10,00;45,72;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.05;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;217,00;173,77;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.05;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;2,00;18,36;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.05;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;10,00;29,90;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.06;Ðiauliø sporto gimnazija;Paslauga;Dezinfekavimo ir naikinimo paslaugos ;vnt.;1,00;10,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Profilaktinë dezinfekcija""";90921000-9;
2016.01.06;Ðiauliø sporto gimnazija;Paslauga;Dezinfekavimo ir naikinimo paslaugos ;vnt.;1,00;217,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Profilaktinë dezinfekcija""";90921000-9;
2016.01.07;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;7,00;24,68;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.07;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;16,14;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.07;Ðiauliø sporto gimnazija;Paslauga;Apsaugos paslauga;vnt.;1,00;307,15;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""G4S Lietuva""";35120000-1;
2016.01.08;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;174,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos olimpinis sporto centras;98341000-5;
2016.01.08;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;4,00;36,06;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.11;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;19,60;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Baltic Clipper""";63000000-9;
2016.01.12;Ðiauliø sporto gimnazija;Paslauga;Egzaminatorius.lt prieiga;vnt.;1,00;45,18;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""E.mokykla""";72300000-8;
2016.01.13;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;12,00;2,17;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.13;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;3,00;21,37;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.13;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;20,00;27,30;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.13;Ðiauliø sporto gimnazija;Paslauga;Atliekø surinkimas ir iðveþimas;vnt.;1,00;24,41;Maþos vertës pirkimas apklausos þodþiu bûdu;VÐÁ Ðiauliø regiono atliekø tvarkymo centras;65000000-3;
2016.01.15;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;33,00;34,96;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.15;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;6,00;21,96;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.15;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;38,25;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.16;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;17,50;Maþos vertës pirkimas apklausos þodþiu bûdu;"AB ""Mikotelgroup"" Panorama Hotel";98341000-5;
2016.01.18;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;410,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø m. sav. Ðvietimo centras;80590000-6;
2016.01.18;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;204,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Jolanta Rumbinienës ind,. ám.;63000000-9;
2016.01.19;Ðiauliø sporto gimnazija;Prekësekë;Kompiuterinë áranga ir reikmenys;vnt.;8,00;7,92;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Skytech.lt""";30190000-7;
2016.01.19;Ðiauliø sporto gimnazija;Paslauga;Spausdinimo paslaugos;vnt.;1,00;44,48;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Biuro maðinos""";79800000-2;
2016.01.20;Ðiauliø sporto gimnazija;Prekësekë;Kanceliarinës prekës;vnt.;1,00;356,49;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Eurobiuras""";30192000-1;
2016.01.20;Ðiauliø sporto gimnazija;Prekësekë;Sporto prekës ir reikmenys;vnt.;15,00;3000,00;Maþos vertës pirkimas. Apklausa raðtu CVP IS priemonëmis;Ainos Ambrazienës ám.;37400000-2;
2016.01.20;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;910,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Arbusas""";63000000-9;
2016.01.21;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;315,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Baltic Clipper""";98341000-5;
2016.01.21;Ðiauliø sporto gimnazija;Paslauga;Ávairios inþinerijos paslaugos;vnt.;1,00;89,43;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø m. sav. Ðvietimo centras;71330000-0;
2016.01.22;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;120,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"MB ""Patogi kelionë""";63000000-9;
2016.01.22;Ðiauliø sporto gimnazija;Paslauga;Draudimo paslaugos;vnt.;1,00;49,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"AAS ""Gjensidige Baltic""";66511000-5;
2016.01.22;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;4,00;10,22;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.22;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;24,49;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.22;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;13,29;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.01.25;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;11,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"AB "" Lietuvos geleþinkeliai""";63000000-9;
2016.01.25;Ðiauliø sporto gimnazija;Paslauga;Patalpø valymas;vnt.;1,00;1566,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Ðvaros piramidë""";90910000-9;
2016.01.26;Ðiauliø sporto gimnazija;Paslauga;Mano dienynas prieþiûra;vnt.;1,00;35,04;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Nacionalinis ðvietimo centras""";72300000-8;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;9,70;Maþos vertës pirkimas apklausos þodþiu bûdu;"AB "" Lietuvos geleþinkeliai""";63000000-9;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Kilimëliø valymas;vnt.;1,00;21,88;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Lindstrom""";90910000-9;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;65,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Factus Sum""";80590000-6;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Ryðiø paslaugos;vnt.;1,00;40,56;Maþos vertës pirkimas apklausos þodþiu bûdu;UAB Splius;64210000-1;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;58,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos olimpinis sporto centras;98341000-5;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;176,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Jolanta Rumbinienës ind,. ám.;63000000-9;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;5,70;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø sanatorinë mokykla;92610000-0;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;46,35;Maþos vertës pirkimas apklausos þodþiu bûdu;"Ðiauliø plaukimo mokykla "" Delfinas""";92610000-0;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;90,01;Maþos vertës pirkimas apklausos þodþiu bûdu;"AB ""Specializuotas transportas""";63000000-9;
2016.01.29;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;600,98;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø lengvosios atletikos centras;92610000-0;
2016.01.31;Ðiauliø sporto gimnazija;Prekësekë;Kuras;vnt.;1,00;530,16;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Lukoil Baltija""";09100000-0;
2016.01.31;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;200,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Juozas veþa""";63000000-9;
2016.02.01;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;12873,02;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.01;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;34,10;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.01;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;67,86;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.01;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;2608,84;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.01;Ðiauliø sporto gimnazija;Paslauga;Tekstilës valymo paslaugos;vnt.;1,00;105,12;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Fidus Amicus""";98512000-3;
2016.02.02;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;3,41;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jupojos statybinës medþiagos""";39224300-1;
2016.02.02;Ðiauliø sporto gimnazija;Paslauga;Spausdinimo paslaugos;vnt.;1,00;44,48;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Biuro maðinos""";79800000-2;
2016.02.02;Ðiauliø sporto gimnazija;Paslauga;Dezinfekavimo ir naikinimo paslaugos ;vnt.;1,00;10,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Profilaktinë dezinfekcija""";90921000-9;
2016.02.04;Ðiauliø sporto gimnazija;Paslauga;Egzaminatorius.lt prieiga;vnt.;1,00;45,18;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""E.mokykla""";72300000-8;
2016.02.05;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;160,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"MB ""Patogi kelionë""";63000000-9;
2016.02.05;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;160,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"MB ""Patogi kelionë""";63000000-9;
2016.02.08;Ðiauliø sporto gimnazija;Prekësekë;Kompiuterinë áranga ir reikmenys;vnt.;1,00;488,46;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jugeras""";30190000-7;
2016.02.08;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;91,35;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø futbolo akademija;92610000-0;
2016.02.08;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;199,34;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø futbolo akademija;63000000-9;
2016.02.08;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;181,50;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Dairola""";63000000-9;
2016.02.10;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;10,00;Maþos vertës pirkimas apklausos þodþiu bûdu;ÐU Tæstiniø studijø institutas;80590000-6;
2016.02.11;Ðiauliø sporto gimnazija;Paslauga;Biuro árangos prieþiûra (kasetës pildymas);vnt.;1,00;22,99;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jugeras""";50310000-1;
2016.02.12;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;15,56;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Bûrø uþeiga""";98341000-5;
2016.02.12;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;410,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø m. sav. Ðvietimo centras;80590000-6;
2016.02.12;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;157,50;Maþos vertës pirkimas apklausos þodþiu bûdu;"Ðiauliø m. kultûrizmo klubas ""Elada""";92610000-0;
2016.02.15;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;32,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos olimpinis sporto centras;98341000-5;
2016.02.15;Ðiauliø sporto gimnazija;Paslauga;Atliekø surinkimas ir iðveþimas;vnt.;1,00;48,82;Maþos vertës pirkimas apklausos þodþiu bûdu;VÐÁ Ðiauliø regiono atliekø tvarkymo centras;65000000-3;
2016.02.17;Ðiauliø sporto gimnazija;Paslauga;Draudimo paslaugos;vnt.;1,00;32,99;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos imtyniø federacija;66511000-5;
2016.02.18;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;112,50;Maþos vertës pirkimas apklausos þodþiu bûdu;"Ðiauliø sporto mokykla ""Dubysa""";92610000-0;
2016.02.19;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;64,81;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Senukø prekybos centras""";39224300-1;
2016.02.19;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;166,59;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Senukø prekybos centras""";39224300-1;
2016.02.19;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;13,19;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Luktarna""";39224300-1;
2016.02.19;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;265,60;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Senukø prekybos centras""";39224300-1;
2016.02.20;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;120,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"MB ""Patogi kelionë""";63000000-9;
2016.02.22;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;388,62;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Garsas""";39224300-1;
2016.02.22;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;4,50;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø sanatorinë mokykla;92610000-0;
2016.02.22;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;2729,50;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Baltic Clipper""";98341000-5;
2016.02.22;Ðiauliø sporto gimnazija;Paslauga;Ávairios inþinerijos paslaugos;vnt.;1,00;89,43;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø m. sav. Ðvietimo centras;71330000-0;
2016.02.23;Ðiauliø sporto gimnazija;Prekësekë;Baldai;vnt.;20,00;340,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Ðiauliø baldai""";39100000-3;
2016.02.24;Ðiauliø sporto gimnazija;Paslauga;Mano dienynas prieþiûra;vnt.;1,00;35,04;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Nacionalinis ðvietimo centras""";72300000-8;
2016.02.24;Ðiauliø sporto gimnazija;Paslauga;Patalpø valymas;vnt.;1,00;1566,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Ðvaros piramidë""";90910000-9;
2016.02.26;Ðiauliø sporto gimnazija;Paslauga;Stovyklø organizavimo paslaugos;vnt.;1,00;3865,25;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Vestekspress""";55200000-2;
2016.02.28;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;45,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Verslo Vertikalë""";98341000-5;
2016.02.28;Ðiauliø sporto gimnazija;Paslauga;Apgyvendinimo paslauga;vnt.;1,00;63,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Verslo Vertikalë""";98341000-5;
2016.02.29;Ðiauliø sporto gimnazija;Prekësekë;Kuras;vnt.;1,00;709,90;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Lukoil Baltija""";09100000-0;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Kilimëliø valymas;vnt.;1,00;21,88;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Lindstrom""";90910000-9;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Ryðiø paslaugos;vnt.;1,00;40,56;Maþos vertës pirkimas apklausos þodþiu bûdu;UAB Splius;64210000-1;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;40,83;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;83,11;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;3112,28;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Maitinimo paslaugos;vnt.;1,00;15208,11;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Averita""";55200000-2;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Ryðiø paslaugos;vnt.;1,00;377,42;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Tele2""";64210000-1;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;597,83;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø lengvosios atletikos centras;92610000-0;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;48,60;Maþos vertës pirkimas apklausos þodþiu bûdu;"Ðiauliø plaukimo mokykla "" Delfinas""";92610000-0;
2016.02.29;Ðiauliø sporto gimnazija;Paslauga;Apsaugos paslauga;vnt.;1,00;307,15;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""G4S Lietuva""";35120000-1;
2016.03.02;Ðiauliø sporto gimnazija;Paslauga;Dezinfekavimo ir naikinimo paslaugos ;vnt.;1,00;10,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Profilaktinë dezinfekcija""";90921000-9;
2016.03.03;Ðiauliø sporto gimnazija;Paslauga;Biuro árangos prieþiûra;vnt.;1,00;20,57;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Jugeras""";50310000-1;
2016.03.04;Ðiauliø sporto gimnazija;Paslauga;Spausdinimo paslaugos;vnt.;1,00;44,48;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Biuro maðinos""";79800000-2;
2016.03.04;Ðiauliø sporto gimnazija;Paslauga;Apsaugos paslauga;vnt.;1,00;307,15;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""G4S Lietuva""";35120000-1;
2016.03.04;Ðiauliø sporto gimnazija;Paslauga;Stovyklø organizavimo paslaugos;vnt.;1,00;730,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos lengvosios atletikos federacija;55200000-2;
2016.03.04;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;2,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Pakruojo suaugusiøjø ir jaunimo ðvietimo centras;80590000-6;
2016.03.07;Ðiauliø sporto gimnazija;Paslauga;Egzaminatorius.lt prieiga;vnt.;1,00;45,18;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""E.mokykla""";72300000-8;
2016.03.08;Ðiauliø sporto gimnazija;Prekësekë;Ûkinës prekës;vnt.;1,00;96,21;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Senukø prekybos centras""";39224300-1;
2016.03.08;Ðiauliø sporto gimnazija;Paslauga;Stovyklø organizavimo paslaugos;vnt.;1,00;2082,50;Maþos vertës pirkimas apklausos þodþiu bûdu;Romualdo Montvido kovos menø centras;55200000-2;
2016.03.08;Ðiauliø sporto gimnazija;Paslauga;Stovyklø organizavimo paslaugos;vnt.;1,00;1595,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Romualdo Montvido kovos menø centras;55200000-2;
2016.03.09;Ðiauliø sporto gimnazija;Paslauga;Kitos paslaugos (Ðvietuvø montavimas);vnt.;1,00;131,82;Maþos vertës pirkimas apklausos þodþiu bûdu;"UAB ""Galiginta""";98000000-3;
2016.03.09;Ðiauliø sporto gimnazija;Paslauga;Stovyklø organizavimo paslaugos;vnt.;1,00;5054,00;Maþos vertës pirkimas apklausos þodþiu bûdu;Lietuvos irklavimo federacija;55200000-2;
2016.03.09;Ðiauliø sporto gimnazija;Paslauga;Mokymo paslaugos;vnt.;1,00;26,00;Maþos vertës pirkimas apklausos þodþiu bûdu;ÐU Tæstiniø studijø institutas;80590000-6;
2016.03.10;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;270,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"Ðiauliø m. kultûrizmo klubas ""Elada""";92610000-0;
2016.03.14;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;290,00;Maþos vertës pirkimas apklausos þodþiu bûdu;"MB ""Patogi kelionë""";63000000-9;
2016.03.14;Ðiauliø sporto gimnazija;Paslauga;Transporto paslaugos;vnt.;1,00;1180,35;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø futbolo akademija;63000000-9;
2016.03.14;Ðiauliø sporto gimnazija;Paslauga;Sporto saliø nuoma;vnt.;1,00;44,10;Maþos vertës pirkimas apklausos þodþiu bûdu;Ðiauliø futbolo akademija;92610000-0;
