Data;Institucija;Pirkinys yra:;Pirkinio pavadinimas;Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas;Laimëjusio dalyvio pavadinimas;BVPÞ kodas.;Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subteikëjus
2016.04.12; Lopðelis -darþelis „Gintarëlis“;P;Árangos tvarkymas;vnt.;3;78,78;Apklausa þodþiu;"UAB ""GP Soliutions""";30237310-5;
2016.04.13; Lopðelis -darþelis „Gintarëlis“;P;Gesintuvø patikra;vnt.;8;25,28;Apklausa þodþiu;LGD Ðiauliø apskrities gaisrininkø draugija;76000000;
2016.04.13; Lopðelis -darþelis „Gintarëlis“;P;Tekstilës gaminiai;m;2,2;14,5;Apklausa þodþiu;"UAB ""Verduliai """;19200000-8;
2016.04.14; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;24;7,27;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44512000-2;
2016.04.15; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës medþiagos;vnt.;16;5,66;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.04.13; Lopðelis -darþelis „Gintarëlis“;P;Higienos prekës;vnt.;86;78,98;CPO;"UAB ""Koslita""";4441100-4;
2016.04.15; Lopðelis -darþelis „Gintarëlis“;PR;Tinklas;vnt.;4;10,4;Apklausa þodþiu;"UAB ""Augmina""";44190000-8;
2016.04.14; Lopðelis -darþelis „Gintarëlis“;Prekës;Poilsio paslauga;kompl.;1;6,43;Apklausa þodþiu;UAB ,,Oranþinë reklama ‚';92000000-1;
2016.04.19; Lopðelis -darþelis „Gintarëlis“;PR;Prezentacijø pultelis;;1;48,4;Apklausa þodþiu;"UAB ""GP Soliutions""";3023700-9;
2016.04.21; Lopðelis -darþelis „Gintarëlis“;PR;Klaviatûra, pelë;;2;33,88;Apklausa þodþiu;"UAB ""GP Soliutions""";3023700-9;
2016.04.18; Lopðelis -darþelis „Gintarëlis“;P;Guminiø dielektriniø pirðtyniø bandymas;vnt.;2;7,24;Apklausa þodþiu;"UAB ""EICautomation""";71900000;
2016.04.25; Lopðelis -darþelis „Gintarëlis“;P;Seminaras;dalyvis;2;32;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;90921000-9;
2016.04.26; Lopðelis -darþelis „Gintarëlis“;P;Mokymai;vnt.;1;25;Apklausa þodþiu;"Vðá ,,Tikra mityba""";80590000-6;
2016.04.29; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;46;294,46;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44512000-2;
2016.04.25; Lopðelis -darþelis „Gintarëlis“;P;Mokymai;dalyvis;1;30;Apklausa þodþiu;"Vðá ,,Vaiko labui""";80590000-6;
2016.04.29; Lopðelis -darþelis „Gintarëlis“;PR;Kanceliarinës prekës;vnt.;11;24,25;;"UAB ""Charlot LT""";30190000-7;
2016.04.29; Lopðelis -darþelis „Gintarëlis“;PR;Knygos;vnt.;13;100;Apklausa þodþiu;UAB ,,ALG knygynai ‚';37000000-8;
2016.04.29; Lopðelis -darþelis „Gintarëlis“;P;Skalbimo paslaugos;kg;45,72;34,29;Apklausa þodþiu;"UAB ""Ðiaurës banga""";98310000-9;
2016.04.30; Lopðelis -darþelis „Gintarëlis“;P;Paðto paslaugos;vnt.;1;0,04;Apklausa þodþiu;AB Lietuvos paðtas;2241000-7;
2016.05.11; Lopðelis -darþelis „Gintarëlis“;P;Indai;vnt.;197;175,75;Apklausa þodþiu;"UAB ""Þirginëlis""";39220000-0;
2016.05.10; Lopðelis -darþelis „Gintarëlis“;P;Seminaras;dalyvis;1;30;Apklausa þodþiu;Lietuvos socialinës pediatrijos draugija;90921000-9;
2016.05.11; Lopðelis -darþelis „Gintarëlis“;P;Cheminiai tyrimai;mëg.;1;62,27;Apklausa þodþiu;Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas;73000000;
2016.05.13; Lopðelis -darþelis „Gintarëlis“;P;Kelionë;vnt.;1;30;Apklausa þodþiu;"MB ""Patogi kelionë""";60000000-8;
2016.05.13; Lopðelis -darþelis „Gintarëlis“;P;Edukacinë veikla;dalyvis;20;80;Apklausa þodþiu;"UAB ""Rûta""";92000000-1;
2016.05.16; Lopðelis -darþelis „Gintarëlis“;PR;Kanceliarinës prekës;vnt.;82;52,91;CPO;"UAB ""Euro biuras""";30190000-7;
2016.05.19; Lopðelis -darþelis „Gintarëlis“;P;Indai;vnt.;42;57,02;Apklausa þodþiu;"UAB ,,Senukø prekybos centras""";44190000-8;
2016.05.13; Lopðelis -darþelis „Gintarëlis“;P;Seminaras;dalyvis;1;5;Apklausa þodþiu;Lietuvos logopedø asociacija;90921000-9;
2016.05.24; Lopðelis -darþelis „Gintarëlis“;PR;Þaislai;vnt.;5;302,19;Apklausa þodþiu;"UAB ""Artom""";37000000-8;
2016.05.19; Lopðelis -darþelis „Gintarëlis“;P;Seminaras;dalyvis;1;2;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;90921000-9;
2016.05.25; Lopðelis -darþelis „Gintarëlis“;PR;Þaislai; vnt.;85;24,06;Apklausa þodþiu;IÁ ,,Rolimeda;37000000-8;
2016.05.25; Lopðelis -darþelis „Gintarëlis“;P;Higienos prekës;vnt.;172;160,65;CPO;"UAB ""Koslita""";4441100-4;
2016.05.26; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;11;490;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.05.26; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;11;465;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.05.26; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;7;493;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.05.26; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;11;490;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.05.26; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;2;485;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.05.30; Lopðelis -darþelis „Gintarëlis“;P;Mokymai;dayvis;10;40;Apklausa þodþiu;"UAB ""SDG""";90921000-9;
2016.05.30; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;10;52,81;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44512000-2;
2016.05.30; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;5;9,96;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44512000-2;
2016.05.31; Lopðelis -darþelis „Gintarëlis“;PR;Knygos;vnt.;13;100;Apklausa þodþiu;UAB ,,ALG knygynai ‚';37000000-8;
2016.06.02; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës medþiagos;vnt.;12;46,83;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.06.06; Lopðelis -darþelis „Gintarëlis“;PR;Duris;vnt.;4;498,34;Apklausa þodþiu;"UAB ""Nova Balt""";44000000;
2016.06.06; Lopðelis -darþelis „Gintarëlis“;P;Vidiniø durø miontavimas;vnt.;4;160;Apklausa þodþiu;"UAB ""AVR AUTO-LT""";51000000;
2016.06.10; Lopðelis -darþelis „Gintarëlis“;P;Buhalterinës programos instaliavimas;vnt.;1;36,3;Apklausa þodþiu;"UAB ""Progra""";48000000;
2016.06.13; Lopðelis -darþelis „Gintarëlis“;PR;Tekstilës audiniai;vnt.;246;526,4;Apklausa þodþiu;"UAB ""Negalia""";192000008;
2016.05.31; Lopðelis -darþelis „Gintarëlis“;PR;Benzinas;;14,29;15,56;Apklausa þodþiu;"UAB ""Lukoil Baltija""";09132000-3;
2016.06.19; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;13;206,5;Apklausa þodþiu;"UAB ""Kesko senukai lithuanija""";44512000-2;
2016.06.19; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;51,87;230,21;Apklausa þodþiu;"UAB ""Kesko senukai lithuanija""";44512000-2;
2016.06.19; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;2;9;Apklausa þodþiu;"UAB ""Kesko senukai lithuanija""";44512000-2;
2016.06.22; Lopðelis -darþelis „Gintarëlis“;PR;Ûkinës prekës;vnt.;3;51,57;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44512000-2;
2016.06.22; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës prekës;vnt.;24;148,81;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.06.23; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës prekës;vnt.;2;29,8;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.06.30; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës medþagos;vnt.;18;326,53;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.06.30; Lopðelis -darþelis „Gintarëlis“;PR;Santechnikos prekës;vnt.;31;207,1;Apklausa þodþiu;"UAB ""Bocas ir Ko""";44000000-0;
2016.07.01; Lopðelis -darþelis „Gintarëlis“;P;Þaislai;vnt.;14;350;Apklausa þodþiu;"UAB ,,Gabilë""";37000000-8;
2016.07.04; Lopðelis -darþelis „Gintarëlis“;PR;Planetarinë maiðyklë;vnt.;1;971,93;Apklausa þodþiu;Baltijos Importas;31000000;
2016.07.07; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës medþagos;vnt.;14;96,65;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.07.08; Lopðelis -darþelis „Gintarëlis“;PR;Tekstilës gaminiai;vnt.;66;616,43;;"UAB ""Urtë";19000000;
2016.07.13; Lopðelis -darþelis „Gintarëlis“;PR;Santechnikos prekës;vnt.;59;176,08;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44000000-0;
2016.07.14; Lopðelis -darþelis „Gintarëlis“;PR;Kanceliarinës prekës;vnt.;157;38,19;Apklausa þodþiu;"UAB ,,Blankø leidykla""";30190000-7;
2016.07.14; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;22;401,88;Apklausa þodþiu;"UAB ""Artom""";39000000;
2016.07.14; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;1;125,73;Apklausa þodþiu;"UAB ""Artom""";39000000;
2016.07.15; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;1;1251,07;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.07.16; Lopðelis -darþelis „Gintarëlis“;PR;Baldai;vnt.;3;322,39;Apklausa þodþiu;Rimanto Dulinsko ámonë;39000000;
2016.07.18; Lopðelis -darþelis „Gintarëlis“;PR;Virtuvës reikmenys;vnt.;30;259,19;Apklausa þodþiu;"UAB ""Bocas ir Ko""";39221100-8;
2016.07.20; Lopðelis -darþelis „Gintarëlis“;PR;YAMAHA digital piano;vnt.;1;777;;"UAB ""Garsas LT""";37000000;
2016.07.20; Lopðelis -darþelis „Gintarëlis“;PR;Statybinës medþagos;vnt.;22;150,02;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.07.27; Lopðelis -darþelis „Gintarëlis“;PR;Elektrinë konvekinë krosnis;vnt.;1;1900,83;Apklausa þodþiu;"UAB ""Baltic Master""";31000000-6;
2016.07.27; Lopðelis -darþelis „Gintarëlis“;P;Higienos prekës;vnt.;146;271,08;CPO;"UAB ""Koslita""";4441100-4;
2016.01.19;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Paðto þenklai;Vnt.;125;48,75;Apklausa þodþiu;AB Lietuvos paðtas;22410000-7;
2016.01.22;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Informacijos laikmena;Vnt.;1;14;Apklausa þodþiu;"UAB ,,Ðiauliø infotekas""";30233000-1;
2016.01.22;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Spausdintuvø kasetës;Vnt.;3;51,7;Apklausa þodþiu;"UAB ,,Ðiauliø infotekas""";30237310-5;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Virtuvës baldai;Vnt.;2;605;Apklausa þodþiu;"UAB ,,Baltic Master""";39141000-2;
2016.01.26;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Ðluotos, ðepeèiai;Vnt.;5;23,95;Apklausa þodþiu;"UAB ,Ermitaþas""";39224000-8;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Ðaldymo árenginiai;Vnt.;1;341,24;Apklausa þodþiu;UAB ,Ermitaþas;42513200-7;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Archyvinës dëþës;Vnt.;60;52,19;Apklausa þodþiu;"UAB ,,Blankø leidykla""";30199500-5;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Ðiukðliadëþës;Vnt.;2;12,6;Apklausa þodþiu;UAB ,Ermitaþas;39224340-3;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Paðluostës;Vnt.;3;13,96;Apklausa þodþiu;UAB ,Ermitaþas;39525800-6;
2016.01.29;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Termometrai;Vnt.;4;27,64;Apklausa þodþiu;"AB ,,Vilniaus metrologijos centras"" :Ðiauliø skyrius";38412000-6;
2016.01.27;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Svarstyklës;Vnt.;1;108,9;Apklausa þodþiu;"R.Slonskio ám.,,Romasas""";42923200-4;
2016.01.29;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Kilimëlis;Vnt.;2;30,24;Apklausa þodþiu;UAB  ,Ermitaþas;39533000-7;
2016.01.19;"Lopðelis - darþelis ,,Rugiagëlë""";Paslauga;Elektros árangos prieþiûra;Vnt.;1;42,35;Apklausa þodþiu;"UAB ,,Ðaldytuvø remontas""";50711000-2;
2016.02.09;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Mokymo paslaugos;Vnt.;1;67;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;80590000-6;
2016.02.01;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Valikliai;Vnt.;21;48,23;Apklausa þodþiu;"UAB ,,Sanitex""";39830000-9;
2016.02.01;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Virtuvës reikmenys;Vnt.;3;149,48;Apklausa þodþiu;"UAB ,,Sanitex""";39221100-8;
2016.02.04;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Statybinës medþiagos;Vnt.;;80,36;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.02.08;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Statybinës medþiagos;Vnt.;97;477,73;Apklausa þodþiu;UAB ,,Senukø prekybos centras'';44190000-8;
2016.02.10;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Drabuþiø spintos;Vnt.;4;484,5;Neskelbiama apklausa raðtu;"UAB ,,Breolis""";39143121-0;
2016.02.10;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Plovikliai;Vnt.;9;36,26;Apklausa þodþiu;"UAB ,,Ðiauliø medtechnika""";39831200-8;
2016.02.17;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Statybinës medþiagos;Vnt.;;150,1;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44420000-0;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Duðo padëklai;Vnt.;1;31,01;Apklausa þodþiu;"UAB ,,Dinas""";44411400-8;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Alkûnës;Vnt.;4;3,85;Apklausa þodþiu;"UAB ,,Dinas""";44134000-8;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Unitazas;Vnt.;1;76;Apklausa þodþiu;"UAB ,,Dinas""";44411740-3;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Vinys;Pok..;4;3,58;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44192200-4;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Elektros prekës;Vnt.;6;40,57;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";31000000-6;
2016.02.23;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Tirpikliai;Vnt.;1;2,66;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44832000-1;
2016.02.29;"Lopðelis - darþelis ,,Rugiagëlë""";Paslauga;Skalbimo paslauga;Kg.;74,32;61,15;CPO;"UAB ,,Ðiauliø skalbykla""";98310000-9;
2016.03.04;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Kompiut.priedai;Vnt.;1;16;Apklausa þodþiu;"UAB ,,Ðiauliø infotekas""";30237000-9;
2016.02.02;"Lopðelis - darþelis ,,Rugiagëlë""";Paslauga;Skalbimo paslaugos;Kg.;143,76;118,29;CPO;UAB ,,Ðiauliø skalbykla;98310000-9;
2016.03.14;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Statybinës medþiagos;Vnt.;;50,97;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44190000-8;
2016.03.29;"Lopðelis - darþelis ,,Rugiagëlë""";Prekës;Santechnikos prekës;Vnt.;23;51,44;Apklausa þodþiu;"UAB ,,Dinas""";44000000-0;
2016.03.16;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Kanceliarinës prekës;Vnt.;300;8,51;Apklausa þodþiu;"UAB ,,Grafitas""";30190000-7;
2016.03.16;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Tekstilës audiniai;m;71,55;27,68;Apklausa þodþiu;"UAB ,,Verduliai""";192000008;
2016.03.21;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Kanceliarinës prekës;Vnt.;23;71,81;Apklausa þodþiu;"UAB ,,Charlot.LT""";30190000-7;
2016.03.23;Lopðelis - darþelis ,,Rugiagëlë;Paslauga;Mokymø paslaugos;Vnt.;1;7,2;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;80590000-6;
2016.03.24;Lopðelis - darþelis ,,Rugiagëlë;Paslauga;Mokymø paslaugos;Vnt.;1;12;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;80590000-6;
2016.03.03;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Spausdintuvø kasetës;Vnt.;4;38,72;Apklausa þodþiu;UAB ,,Eurikana ir ko;30237310-5;
2016.03.08;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Baldai;Vnt.;5;621,54;Neskelbiama apklausa raðtu;" A.Liugo ám. ,,Megatenus""";39100000-3;
2016.03.09;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Kanceliarinës prekës;Vnt.;101;8,65;Apklausa þodþiu;"UAB ,,Blankø leidykla""";30190000-7;
2016.03.21;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Baldai;Vnt.;5;593,26;Neskelbiama apklausa raðtu;A.Liugo ám. ,,Megatenus;39100000-3;
2016.03.23;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Baldai;Vnt.;5;593,28;Neskelbiama apklausa raðtu;A.Liugo ám. ,,Megatenus;39100000-3;
2016.03.30;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Statybinës medþiagos;Vnt.;6;19,14;Apklausa þodþiu;UAB ,,Ðiauliø lyra;44190000-8;
2016.03.30;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Baldai;Vnt.;4;530;Neskelbiama apklausa raðtu;A.Liugo ám. ,,Megatenus;39100000-3;
2016.03.30;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Baldai;Vnt,;5;593,28;Neskelbiama apklausa raðtu;A.Liugo ám. ,,Megatenus;39100000-3;
2016.03.30;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Drabuþiø  spintos;Vnt.;5;593,28;Neskelbiama apklausa raðtu;A.Liugo ám. ,,Megatenus;39143121-0;
2016.03.31;Lopðelis - darþelis ,,Rugiagëlë;Paslauga;Skalbimo paslaugos;Kg..;103,32;85,01;CPO;"UAB ,,Ðiauliø skalbykla""";98310000-9;
2016.04.01;Lopðelis - darþelis ,,Rugiagëlë;Paslauga;Remonto paslaugos;Vnt.;1;148,83;Apklausa þodþiu;.Liugo ám. ,,Megatenus;50000000-5;
2016.04.07;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Virtuvës baldai;Vnt.;1;285,56;Apklausa þodþiu;"UAB ,,Baltic Master """;39141000-2;
2016.04.13;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Kanceliarinës prekës;Vnt.;176;35,61;Apklausa þodþiu;"UAB ,,Blankø leidykla""";30190000-7;
2016.04.18;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Prietaisai maisto produktams;Vnt.;1;284,35;Apklausa þodþiu;UAB ,,Baltic Master;39700000-0;
2016.04.16;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Pertvarø sienelës;Vnt.;3;1108,98;Apklausa þodþiu;"UAB ,,Griubner """;44112310-4;
2016.04.15;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Rankðluosèiai;Vnt.;250;240;Neskelbiama apklausa raðtu;IÁ ,,Gevaina ‚';39514100-9;
2016.04.21;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Paðto þenklai;Vnt.;100;39;Apklausa þodþiu;AB Lietuvos paðtas;22410000-7;
2016.04.22;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Tràðos;Vnt.;12;140,6;Apklausa þodþiu;UAB  ,Ermitaþas;24440000-0;
2016.04.21;Lopðelis - darþelis ,,Rugiagëlë;Prekës;Kanceliarinës prekës;Vnt.;12;7,44;Apklausa þodþiu;UAB ,,Blankø leidykla ‚';30190000-7;
2016.04.25;Lopðelis - darþelis ,,Rugiagëlë;Paslauga;Siuvimo paslauga;Vnt.;18;56,4;Apklausa þodþiu;Laura Miðkûnaitë;98393000-4;
